TransactionID,Items
372,"Butter,Rice,Bread,Tea,Sugar,Oil,Biscuits,Milk"
373,"Butter,Rice,Bread,Tea,Oil,Biscuits,Milk"
374,"Butter,Rice,Bread,Pulses,Tea,Oil"
375,"Butter,Rice,Bread,Tea,Eggs,Sugar,Coffee,Oil,Biscuits"
376,"Butter,Rice,Bread,Oil"
377,"Rice,Pulses,Tea,Oil,Biscuits,Milk"
378,"Butter,Bread,Tea,Sugar,Coffee,Biscuits"
379,"Butter,Rice,Tea,Oil,Jam,Biscuits,Milk"
380,"Butter,Rice,Bread,Pulses,Tea,Sugar,Coffee,Oil,Biscuits"
381,"Rice,Bread,Tea,Oil,Biscuits,Milk"
382,"Rice,Oil"
383,"Butter,Rice,Bread,Eggs,Sugar,Coffee,Oil"
384,"Butter,Rice,Bread,Oil,Milk"
385,"Butter,Rice,Bread,Tea,Oil"
386,"Butter,Rice,Bread,Tea,Oil"
387,"Butter,Rice,Bread,Sugar,Oil,Jam"
388,"Butter,Rice,Bread,Tea,Sugar,Coffee,Oil,Biscuits"
389,"Butter,Rice,Bread,Tea,Sugar,Oil,Jam,Biscuits,Milk"
390,"Butter,Bread,Tea,Eggs,Biscuits"
391,"Butter,Rice,Bread,Tea,Sugar,Coffee,Oil,Biscuits,Milk"
392,"Butter,Rice,Bread,Oil,Milk"
393,"Rice,Sugar,Coffee,Oil,Jam"
394,"Butter,Bread,Tea,Sugar,Coffee,Oil,Biscuits"
395,Jam
396,"Tea,Biscuits,Sugar"
397,"Butter,Rice,Bread,Eggs,Jam"
398,"Butter,Rice,Bread,Oil,Jam"
399,"Butter,Rice,Bread,Tea,Sugar,Coffee,Oil,Biscuits"
400,"Tea,Eggs,Sugar,Coffee,Oil,Biscuits"
401,"Butter,Bread,Tea,Oil,Biscuits"
402,"Rice,Jam"
403,"Butter,Bread,Tea,Sugar,Coffee,Biscuits"
404,"Butter,Bread,Tea,Biscuits,Milk"
405,"Butter,Rice,Bread,Oil,Milk"
406,"Tea,Jam,Eggs,Biscuits"
407,"Butter,Rice,Bread,Tea,Eggs,Oil,Biscuits,Milk"
408,"Butter,Bread,Tea,Sugar,Coffee,Biscuits,Milk"
409,"Butter,Bread,Pulses,Tea,Eggs,Biscuits"
410,"Butter,Rice,Bread,Sugar,Oil,Milk"
411,"Rice,Tea,Sugar,Coffee,Oil,Biscuits"
412,"Biscuits,Coffee,Sugar"
413,"Butter,Rice,Oil"
414,"Butter,Rice,Eggs,Sugar,Oil"
415,"Butter,Rice,Bread,Tea,Sugar,Coffee,Oil,Jam,Biscuits"
416,"Butter,Rice,Bread,Tea,Coffee,Oil,Biscuits,Milk"
417,"Butter,Rice,Bread,Sugar,Coffee,Oil"
418,"Butter,Bread,Eggs,Coffee,Biscuits"
419,"Rice,Eggs,Oil"
420,"Butter,Rice,Bread,Pulses,Oil"
421,"Tea,Sugar,Coffee,Biscuits,Milk"
422,"Butter,Rice,Bread,Tea,Oil,Biscuits"
423,"Butter,Tea,Biscuits"
424,"Pulses,Tea,Sugar,Coffee,Jam,Biscuits"
425,"Butter,Rice,Tea,Eggs,Sugar,Coffee,Oil,Biscuits"
426,"Tea,Coffee,Biscuits"
427,"Tea,Biscuits"
428,"Butter,Rice,Bread,Coffee,Oil,Biscuits"
429,"Butter,Rice,Eggs,Tea,Oil"
430,"Rice,Sugar,Coffee,Oil,Jam,Biscuits"
431,"Butter,Rice,Bread,Oil"
432,"Butter,Bread,Tea,Oil,Biscuits"
433,"Butter,Eggs,Bread,Milk"
434,"Butter,Rice,Bread,Tea,Sugar,Coffee,Oil,Biscuits"
435,"Butter,Bread,Tea,Jam,Biscuits,Milk"
436,"Butter,Rice,Bread,Tea,Eggs,Sugar,Coffee,Oil,Biscuits"
437,"Rice,Bread,Tea,Oil,Biscuits"
438,"Butter,Rice,Bread,Sugar,Coffee,Oil,Biscuits,Milk"
439,"Rice,Bread,Tea,Sugar,Coffee,Oil,Jam,Biscuits"
440,"Butter,Rice,Bread,Pulses,Tea,Eggs,Oil,Jam,Biscuits"
441,"Rice,Coffee,Oil,Sugar"
442,"Butter,Rice,Bread,Tea,Sugar,Coffee,Biscuits"
443,"Butter,Rice,Bread,Sugar,Coffee,Oil,Milk"
444,"Butter,Rice,Bread,Pulses,Tea,Oil,Biscuits"
445,"Rice,Bread,Sugar,Coffee,Oil"
446,"Butter,Rice,Bread,Oil,Jam"
447,"Butter,Coffee,Bread,Sugar"
448,"Butter,Rice,Bread,Tea,Sugar,Oil"
449,"Butter,Rice,Bread,Oil,Milk"
450,"Butter,Rice,Bread,Tea,Sugar,Coffee,Oil,Jam,Biscuits"
451,"Butter,Rice,Bread,Sugar,Coffee"
452,"Butter,Rice,Bread,Tea,Oil,Biscuits,Milk"
453,"Butter,Bread,Tea,Jam,Biscuits"
454,"Pulses,Tea,Eggs,Oil,Biscuits"
455,"Rice,Tea,Sugar,Coffee,Oil,Jam,Biscuits"
456,"Butter,Rice,Bread,Coffee,Oil,Biscuits"
457,"Butter,Rice,Bread,Tea,Oil,Biscuits"
458,"Butter,Rice,Bread,Tea,Sugar,Oil,Jam,Biscuits"
